4,1,380.00,270.00,125.000000,333.00,-1,-1,-1
4,2,529.00,261.00,107.000000,336.00,-1,-1,-1
4,3,883.00,148.00,223.000000,646.00,-1,-1,-1
4,4,-144.00,-39.00,478.000000,1239.00,-1,-1,-1
4,5,858.00,255.00,102.000000,302.00,-1,-1,-1
4,6,789.00,328.00,45.000000,120.00,-1,-1,-1
4,7,730.00,321.00,48.000000,134.00,-1,-1,-1
4,8,1001.00,225.00,138.000000,421.00,-1,-1,-1
4,9,690.00,333.00,45.000000,124.00,-1,-1,-1
4,10,1375.00,321.00,39.000000,119.00,-1,-1,-1
4,11,1321.00,333.00,34.000000,103.00,-1,-1,-1
4,12,1788.00,340.00,40.000000,111.00,-1,-1,-1
4,13,759.00,335.00,36.000000,105.00,-1,-1,-1
4,14,1849.00,336.00,39.000000,120.00,-1,-1,-1
4,15,1624.00,345.00,34.000000,92.00,-1,-1,-1
5,1,378.00,269.00,125.000000,334.00,-1,-1,-1
5,2,527.00,261.00,107.000000,336.00,-1,-1,-1
5,3,882.00,148.00,223.000000,646.00,-1,-1,-1
5,4,-145.00,-40.00,477.000000,1240.00,-1,-1,-1
5,5,857.00,255.00,102.000000,301.00,-1,-1,-1
5,6,787.00,327.00,46.000000,121.00,-1,-1,-1
5,7,729.00,320.00,47.000000,134.00,-1,-1,-1
5,8,999.00,225.00,138.000000,421.00,-1,-1,-1
5,9,688.00,333.00,46.000000,123.00,-1,-1,-1
5,10,1374.00,321.00,39.000000,119.00,-1,-1,-1
5,11,1320.00,333.00,34.000000,103.00,-1,-1,-1
5,12,1788.00,340.00,39.000000,112.00,-1,-1,-1
5,13,758.00,335.00,36.000000,104.00,-1,-1,-1
5,14,1848.00,337.00,40.000000,120.00,-1,-1,-1
5,15,1623.00,345.00,33.000000,92.00,-1,-1,-1
6,1,376.00,268.00,126.000000,335.00,-1,-1,-1
6,2,525.00,261.00,107.000000,336.00,-1,-1,-1
6,3,881.00,149.00,223.000000,646.00,-1,-1,-1
6,4,-146.00,-40.00,477.000000,1240.00,-1,-1,-1
6,5,856.00,255.00,103.000000,301.00,-1,-1,-1
6,6,786.00,327.00,45.000000,120.00,-1,-1,-1
6,7,727.00,320.00,48.000000,133.00,-1,-1,-1
6,8,998.00,226.00,137.000000,420.00,-1,-1,-1
